,company_name,vacancies,post_time,result,sentence,sentiment_value,p_year_month,成就感,學習成長,創新,薪資,福利,管理制度,工作氛圍,同事互動,主管風格,工作地點,公司規模,工作環境,產業前景,多元性,企業社會責任,企業永續目標,變化性,馬力,避震,外觀,操控,安全,堅固,配備,價錢,科技,品質,折舊,品牌,空間,保養,續航,尺寸,車種,驅動,變速箱,引擎,工學院,理學院,管理學院/商學院,社會學院,文學院,面試,學經歷,徵才,實習,工作,離職,新鮮人,畢業,證照,招募人員,正向,負向
0,裕隆集團_裕隆汽車製造股份有限公司,倉管人員,2023.05.01,這裡的工作基本上都是跟著輸送帶作業的(汽車組裝也是輸送帶)有夠操的啦。@@@@====@@@@====我被分到的是撿料人員(把汽車零件裝在無人車箱子裡)無人車會自己送過去給輸送帶上的人做。@@@@====@@@@====體力好再來 雖然環境不會有噪音或是粉塵 可是工作都是跟著輸送帶的 不能慢的那種 也就是你要一直做 然後還要快 不然組裝線上的會沒零件裝 然後車還要停超遠的 用走的到工作場所,這裡的工作基本上都是跟著輸送帶作業的(汽車組裝也是輸送帶)有夠操的啦。,0.1,2023-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.0
1,裕隆集團_裕隆汽車製造股份有限公司,倉管人員,2023.05.01,這裡的工作基本上都是跟著輸送帶作業的(汽車組裝也是輸送帶)有夠操的啦。@@@@====@@@@====我被分到的是撿料人員(把汽車零件裝在無人車箱子裡)無人車會自己送過去給輸送帶上的人做。@@@@====@@@@====體力好再來 雖然環境不會有噪音或是粉塵 可是工作都是跟著輸送帶的 不能慢的那種 也就是你要一直做 然後還要快 不然組裝線上的會沒零件裝 然後車還要停超遠的 用走的到工作場所,我被分到的是撿料人員(把汽車零件裝在無人車箱子裡)無人車會自己送過去給輸送帶上的人做。,-0.47,2023-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.47
2,裕隆集團_裕隆汽車製造股份有限公司,倉管人員,2023.05.01,這裡的工作基本上都是跟著輸送帶作業的(汽車組裝也是輸送帶)有夠操的啦。@@@@====@@@@====我被分到的是撿料人員(把汽車零件裝在無人車箱子裡)無人車會自己送過去給輸送帶上的人做。@@@@====@@@@====體力好再來 雖然環境不會有噪音或是粉塵 可是工作都是跟著輸送帶的 不能慢的那種 也就是你要一直做 然後還要快 不然組裝線上的會沒零件裝 然後車還要停超遠的 用走的到工作場所,體力好再來 雖然環境不會有噪音或是粉塵 可是工作都是跟著輸送帶的 不能慢的那種 也就是你要一直做 然後還要快 不然組裝線上的會沒零件裝 然後車還要停超遠的 用走的到工作場所,0.29,2023-05,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.32,-0.03
3,裕隆集團_裕隆汽車製造股份有限公司,生產技術工程師,2023.03.06,公司算是老公司，所以做法非常老派，但是非常穩定可以穩穩的待。@@@@====@@@@====1.因為要解析車子的問題但是因為公司內部的流程做法讓解析的動作會變得非常的困難。@@@@====@@@@====2.上層主管會使用各種活動減少成本及提高產能，但是這個活動本身就會造成工程師很多的困擾卻還是一直壓迫工程師。@@@@====@@@@====如果想進裕隆的朋友是非常喜歡寫報告及報告的人那這一間你會非常適合同一份報告，你可以寫三次分不同的場合報告，然後每個主管又有每個主管的看法跟意見是一個非常沒效率的事情,公司算是老公司，所以做法非常老派，但是非常穩定可以穩穩的待。,0.58,2023-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.0
4,裕隆集團_裕隆汽車製造股份有限公司,生產技術工程師,2023.03.06,公司算是老公司，所以做法非常老派，但是非常穩定可以穩穩的待。@@@@====@@@@====1.因為要解析車子的問題但是因為公司內部的流程做法讓解析的動作會變得非常的困難。@@@@====@@@@====2.上層主管會使用各種活動減少成本及提高產能，但是這個活動本身就會造成工程師很多的困擾卻還是一直壓迫工程師。@@@@====@@@@====如果想進裕隆的朋友是非常喜歡寫報告及報告的人那這一間你會非常適合同一份報告，你可以寫三次分不同的場合報告，然後每個主管又有每個主管的看法跟意見是一個非常沒效率的事情,1.因為要解析車子的問題但是因為公司內部的流程做法讓解析的動作會變得非常的困難。,-0.75,2023-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.96
5,裕隆集團_裕隆汽車製造股份有限公司,生產技術工程師,2023.03.06,公司算是老公司，所以做法非常老派，但是非常穩定可以穩穩的待。@@@@====@@@@====1.因為要解析車子的問題但是因為公司內部的流程做法讓解析的動作會變得非常的困難。@@@@====@@@@====2.上層主管會使用各種活動減少成本及提高產能，但是這個活動本身就會造成工程師很多的困擾卻還是一直壓迫工程師。@@@@====@@@@====如果想進裕隆的朋友是非常喜歡寫報告及報告的人那這一間你會非常適合同一份報告，你可以寫三次分不同的場合報告，然後每個主管又有每個主管的看法跟意見是一個非常沒效率的事情,2.上層主管會使用各種活動減少成本及提高產能，但是這個活動本身就會造成工程師很多的困擾卻還是一直壓迫工程師。,-0.4399999999999999,2023-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,-1.55
6,裕隆集團_裕隆汽車製造股份有限公司,生產技術工程師,2023.03.06,公司算是老公司，所以做法非常老派，但是非常穩定可以穩穩的待。@@@@====@@@@====1.因為要解析車子的問題但是因為公司內部的流程做法讓解析的動作會變得非常的困難。@@@@====@@@@====2.上層主管會使用各種活動減少成本及提高產能，但是這個活動本身就會造成工程師很多的困擾卻還是一直壓迫工程師。@@@@====@@@@====如果想進裕隆的朋友是非常喜歡寫報告及報告的人那這一間你會非常適合同一份報告，你可以寫三次分不同的場合報告，然後每個主管又有每個主管的看法跟意見是一個非常沒效率的事情,如果想進裕隆的朋友是非常喜歡寫報告及報告的人那這一間你會非常適合同一份報告，你可以寫三次分不同的場合報告，然後每個主管又有每個主管的看法跟意見是一個非常沒效率的事情,1.44,2023-03,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,-0.21
7,裕隆集團_裕隆汽車製造股份有限公司,工程師,2023.02.28,報告很多，實用價值低。@@@@====@@@@====會議很多，有開等於沒開，開完一堆追蹤。@@@@====@@@@====對主要專精車輛事業不如中華汽車。@@@@====@@@@====老派管理思維。@@@@====@@@@====總經理罵人已達羞辱等級。@@@@====@@@@====老鳥很冷莫，也可能是流動性高到對新人提不起熱情。@@@@====@@@@====想學報告製作的可以來。@@@@====@@@@====抗壓、奴性強可來。@@@@====@@@@====不在意工作樂趣可來。@@@@====@@@@====不追求成就感可來。@@@@====@@@@====想比傳產還高年終者可來,報告很多，實用價值低。,0.62,2023-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.0
8,裕隆集團_裕隆汽車製造股份有限公司,工程師,2023.02.28,報告很多，實用價值低。@@@@====@@@@====會議很多，有開等於沒開，開完一堆追蹤。@@@@====@@@@====對主要專精車輛事業不如中華汽車。@@@@====@@@@====老派管理思維。@@@@====@@@@====總經理罵人已達羞辱等級。@@@@====@@@@====老鳥很冷莫，也可能是流動性高到對新人提不起熱情。@@@@====@@@@====想學報告製作的可以來。@@@@====@@@@====抗壓、奴性強可來。@@@@====@@@@====不在意工作樂趣可來。@@@@====@@@@====不追求成就感可來。@@@@====@@@@====想比傳產還高年終者可來,會議很多，有開等於沒開，開完一堆追蹤。,0.0,2023-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
9,裕隆集團_裕隆汽車製造股份有限公司,工程師,2023.02.28,報告很多，實用價值低。@@@@====@@@@====會議很多，有開等於沒開，開完一堆追蹤。@@@@====@@@@====對主要專精車輛事業不如中華汽車。@@@@====@@@@====老派管理思維。@@@@====@@@@====總經理罵人已達羞辱等級。@@@@====@@@@====老鳥很冷莫，也可能是流動性高到對新人提不起熱情。@@@@====@@@@====想學報告製作的可以來。@@@@====@@@@====抗壓、奴性強可來。@@@@====@@@@====不在意工作樂趣可來。@@@@====@@@@====不追求成就感可來。@@@@====@@@@====想比傳產還高年終者可來,對主要專精車輛事業不如中華汽車。,0.0,2023-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
